drug_name,brand_name,ndc_name,product_strength_desc,route_desc,source_nm
cefTAZidime,Tazicef,7508476,2 g,injectable,powder for injection
cefTAZidime,Tazicef,7508511,2 g,injectable,powder for injection
cefTAZidime,Tazicef,7508576,2 g,injectable,powder for injection
cefTAZidime,Tazicef,7508611,6 g,injectable,powder for injection
cefTAZidime,Tazicef,7508676,6 g,injectable,powder for injection
cefTAZidime,Tazicef,7508804,1 g,injectable,powder for injection
cefTAZidime,Tazicef,7508904,2 g,injectable,powder for injection
cefTAZidime,Tazicef,7509016,1 g,injectable,powder for injection
cefTAZidime,Tazicef,7509111,2 g,injectable,powder for injection
retapamulin topical,Altabax,7518005,1%,topical,ointment
retapamulin topical,Altabax,7518010,1%,topical,ointment
retapamulin topical,Altabax,7518015,1%,topical,ointment
retapamulin topical,Altabax,7518022,1%,topical,ointment
retapamulin topical,Altabax,7518025,1%,topical,ointment
ticarcillin,Ticar,7655226,1 g,injectable,powder for injection
penicillin,Pen-Vee K (obsolete),8000406,V potassium 125 mg/5 mL,oral,powder for reconstitution
penicillin,Pen-Vee K (obsolete),8000407,V potassium 125 mg/5 mL,oral,powder for reconstitution
procaine penicillin,Wycillin,8001808,"1,200,000 units/2 mL",intramuscular,suspension
procaine penicillin,Wycillin,8001810,"600,000 units/mL",intramuscular,suspension
procaine penicillin,Wycillin,8001812,"2,400,000 units/4 mL",intramuscular,suspension
procaine penicillin,Wycillin,8001834,"600,000 units/mL",intramuscular,suspension
procaine penicillin,Wycillin,8001835,"1,200,000 units/2 mL",intramuscular,suspension
penicillin,Bicillin L-A (obsolete),8002107,"G benzathine 1,200,000 units/2 mL",intramuscular,suspension
penicillin,Bicillin L-A (obsolete),8002108,G benzathine 600000 units/mL,intramuscular,suspension
penicillin,Bicillin L-A (obsolete),8002112,"G benzathine 2,400,000 units/4 mL",intramuscular,suspension
penicillin,Bicillin L-A (obsolete),8002135,"G benzathine 1,200,000 units/2 mL",intramuscular,suspension
penicillin,Bicillin L-A (obsolete),8002137,G benzathine 600000 units/mL,intramuscular,suspension
benzathine penicillin-procaine penicillin,Bicillin C-R,8002616,"600,000 units-600,000 units/2 mL",intramuscular,suspension
benzathine penicillin-procaine penicillin,Bicillin C-R,8002617,"300,000 units-300,000 units/mL",intramuscular,suspension
benzathine penicillin-procaine penicillin,Bicillin C-R,8002622,"1,200,000 units-1,200,000 units/4 mL",intramuscular,suspension
benzathine penicillin-procaine penicillin,Bicillin C-R,8002635,"600,000 units-600,000 units/2 mL",intramuscular,suspension
benzathine penicillin-procaine penicillin,Bicillin C-R,8002636,"600,000 units-600,000 units/2 mL",intramuscular,suspension
benzathine penicillin-procaine penicillin,Bicillin C-R,8002637,"300,000 units-300,000 units/mL",intramuscular,suspension
penicillin,Pen-Vee K (obsolete),8003603,V potassium 250 mg/5 mL,oral,powder for reconstitution
penicillin,Pen-Vee K (obsolete),8003604,V potassium 250 mg/5 mL,oral,powder for reconstitution
penicillin,Pen-Vee K (obsolete),8003605,V potassium 250 mg/5 mL,oral,powder for reconstitution
ampicillin,Omnipen,8005305,250 mg,oral,capsule
ampicillin,Omnipen,8005402,125 mg/5 mL,oral,powder for reconstitution
ampicillin,Omnipen,8005403,125 mg/5 mL,oral,powder for reconstitution
ampicillin,Omnipen,8005404,125 mg/5 mL,oral,powder for reconstitution
ampicillin,Omnipen,8005502,250 mg/5 mL,oral,powder for reconstitution
ampicillin,Omnipen,8005503,250 mg/5 mL,oral,powder for reconstitution
ampicillin,Omnipen,8005504,250 mg/5 mL,oral,powder for reconstitution
nafcillin,Unipen,8005703,250 mg,oral,capsule
penicillin,Pen-Vee K (obsolete),8005902,V potassium 250 mg,oral,tablet
penicillin,Pen-Vee K (obsolete),8005904,V potassium 250 mg,oral,tablet
penicillin,Pen-Vee K (obsolete),8005910,V potassium 250 mg,oral,tablet
benzathine penicillin-procaine penicillin,Bicillin C-R 900/300,8007901,"900,000 units-300,000 units/2 mL",intramuscular,suspension
benzathine penicillin-procaine penicillin,Bicillin C-R 900/300,8007935,"900,000 units-300,000 units/2 mL",intramuscular,suspension
benzathine penicillin-procaine penicillin,Bicillin C-R 900/300,8007936,"900,000 units-300,000 units/2 mL",intramuscular,suspension
penicillin,Bicillin L-A (obsolete),8016301,G benzathine 300000 units/mL,intramuscular,suspension
benzathine penicillin-procaine penicillin,Bicillin C-R,8017601,"150,000 units-150,000 units/mL",intramuscular,suspension
ampicillin,Omnipen,8030903,500 mg,oral,capsule
ampicillin,Omnipen,8030906,500 mg,oral,capsule
ampicillin,Omnipen-N,8031501,125 mg,injectable,powder for injection
ampicillin,Omnipen-N,8031502,250 mg,injectable,powder for injection
ampicillin,Omnipen-N,8031503,500 mg,injectable,powder for injection
ampicillin,Omnipen-N,8031504,1 g,injectable,powder for injection
ampicillin,Omnipen-N,8031505,250 mg,injectable,powder for injection
ampicillin,Omnipen-N,8031506,500 mg,injectable,powder for injection
ampicillin,Omnipen-N,8031507,125 mg,injectable,powder for injection
ampicillin,Omnipen-N,8031508,1 g,injectable,powder for injection
ampicillin,Omnipen-N,8031509,2 g,injectable,powder for injection
ampicillin,Omnipen-N,8031510,2 g,injectable,powder for injection
ampicillin,Omnipen-N,8031523,1 g,injectable,powder for injection
ampicillin,Omnipen-N,8031524,1 g,injectable,powder for injection
ampicillin,Omnipen-N,8031525,2 g,injectable,powder for injection
ampicillin,Omnipen-N,8031526,2 g,injectable,powder for injection
ampicillin,Omnipen-N,8031527,500 mg,injectable,powder for injection
ampicillin,Omnipen-N,8031528,500 mg,injectable,powder for injection
ampicillin,Omnipen-N,8031538,500 mg,injectable,powder for injection
ampicillin,Omnipen-N,8031540,1 g,injectable,powder for injection
ampicillin,Omnipen-N,8031542,2 g,injectable,powder for injection
ampicillin,Omnipen-N,8031543,10 g,injectable,powder for injection
penicillin,Pen-Vee K (obsolete),8039001,V potassium 500 mg,oral,tablet
penicillin,Pen-Vee K (obsolete),8039004,V potassium 500 mg,oral,tablet
penicillin,Pen-Vee K (obsolete),8039005,V potassium 500 mg,oral,tablet
amoxicillin,Wymox,8055702,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Wymox,8055703,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Wymox,8055802,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Wymox,8055803,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Wymox,8055901,250 mg,oral,capsule
amoxicillin,Wymox,8055902,250 mg,oral,capsule
amoxicillin,Wymox,8056001,500 mg,oral,capsule
amoxicillin,Wymox,8056002,500 mg,oral,capsule
nafcillin,Unipen,8075101,500 mg,injectable,powder for injection
nafcillin,Unipen,8075102,1 g,injectable,powder for injection
nafcillin,Unipen,8075103,2 g,injectable,powder for injection
nafcillin,Unipen,8075109,1 g,injectable,powder for injection
nafcillin,Unipen,8075110,2 g,injectable,powder for injection
nafcillin,Unipen,8075113,2 g,injectable,powder for injection
nafcillin,Unipen,8075114,2 g,injectable,powder for injection
nafcillin,Unipen,8075115,1 g,injectable,powder for injection
nafcillin,Unipen,8075116,1 g,injectable,powder for injection
nafcillin,Unipen,8075124,1 g,injectable,powder for injection
nafcillin,Unipen,8075128,2 g,injectable,powder for injection
nafcillin,Unipen,8075130,10 g,injectable,powder for injection
bacitracin-polymyxin B topical,Polysporin,8123793,500 units-10000 units/g,topical,powder
DAUNOrubicin,Cerubidine,8415501,20 mg,intravenous,powder for injection
tigecycline,Tygacil,8499002,50 mg,intravenous,powder for injection
tigecycline,Tygacil,8499020,50 mg,intravenous,powder for injection
tigecycline,Tygacil,8499420,50 mg,intravenous,powder for injection
tigecycline,Tygacil,8536002,50 mg,intravenous,powder for injection
novobiocin,Albamycin,9010102,250 mg,oral,capsule
clindamycin,Cleocin HCl,9022501,150 mg,oral,capsule
clindamycin,Cleocin HCl,9022502,150 mg,oral,capsule
clindamycin,Cleocin HCl,9022503,150 mg,oral,capsule
bacitracin,Bacitracin,9023301,50000 units,intramuscular,powder for injection
bacitracin,Bacitracin,9023303,50000 units,intramuscular,powder for injection
bacitracin,Bacitracin,9024101,50000 units,intramuscular,powder for injection
bacitracin,Bacitracin,9024110,50000 units,intramuscular,powder for injection
clindamycin,Cleocin Phosphate,9030225,150 mg/mL,injectable,solution
clindamycin,Cleocin HCl,9033102,75 mg,oral,capsule
clindamycin,Cleocin HCl,9039502,300 mg,oral,capsule
clindamycin,Cleocin HCl,9039513,300 mg,oral,capsule
clindamycin,Cleocin HCl,9039514,300 mg,oral,capsule
lincomycin,Lincocin,9050001,500 mg,oral,capsule
lincomycin,Lincocin,9050002,500 mg,oral,capsule
neomycin,Mycifradin,9051302,125 mg/5 mL,oral,solution
lincomycin,Lincocin,9055501,300 mg/mL,injectable,solution
lincomycin,Lincocin,9055502,300 mg/mL,injectable,solution
spectinomycin,Trobicin,9056601,2 g,intramuscular,powder for injection
clindamycin,Cleocin Phosphate,9060225,150 mg/mL,injectable,solution
bacitracin/neomycin/polymyxin B topical,Mycitracin Triple Antibiotic,9070004,400 units-3.5 mg-5000 units/g,topical,ointment
clindamycin,Cleocin Phosphate,9072805,150 mg/mL,injectable,solution
clindamycin,Cleocin Phosphate,9072809,150 mg/mL,injectable,solution
clindamycin,Cleocin Pediatric,9076004,75 mg/5 mL,oral,powder for reconstitution
clindamycin,Cleocin Phosphate,9077520,150 mg/mL,injectable,solution
clindamycin,Cleocin Phosphate,9077526,150 mg/mL,injectable,solution
tetracycline,Panmycin,9078201,250 mg,oral,capsule
tetracycline,Panmycin,9078203,250 mg,oral,capsule
clindamycin,Cleocin Phosphate,9087021,150 mg/mL,injectable,solution
clindamycin,Cleocin Phosphate,9087026,150 mg/mL,injectable,solution
clindamycin,Cleocin Phosphate,9090125,150 mg/mL,injectable,solution
clindamycin,Cleocin Phosphate,9090211,150 mg/mL,injectable,solution
clindamycin,Cleocin Phosphate,9090218,150 mg/mL,injectable,solution
clindamycin,Cleocin Phosphate,9312401,150 mg/mL,injectable,solution
clindamycin,Cleocin Phosphate ADD-Vantage,9312403,150 mg/mL,injectable,solution
clindamycin,Cleocin Phosphate,9337501,600 mg-5%/50 mL,intravenous,solution
clindamycin,Cleocin Phosphate,9337502,600 mg-5%/50 mL,intravenous,solution
clindamycin,Cleocin Phosphate,9338102,300 mg-5%/50 mL,intravenous,solution
clindamycin,Cleocin Phosphate,9338201,900 mg-5%/50 mL,intravenous,solution
clindamycin,Cleocin Phosphate,9338202,900 mg-5%/50 mL,intravenous,solution
bacitracin/neomycin/polymyxin B topical,Mycitracin Triple Antibiotic,9342201,400 units-3.5 mg-5000 units/g,topical,ointment
bacitracin/neomycin/polymyxin B topical,Mycitracin Triple Antibiotic,9342202,400 units-3.5 mg-5000 units/g,topical,ointment
bacitracin/lidocaine/neomycin/polymyxin B top,Mycitracin Plus Pain Reliever (obsolete),9342401,400 units-50 mg-3.5 mg-5000 units/g,topical,ointment
bacitracin/lidocaine/neomycin/polymyxin B top,Mycitracin Plus Pain Reliever (obsolete),9342402,400 units-50 mg-3.5 mg-5000 units/g,topical,ointment
clindamycin,Cleocin Phosphate,9344701,150 mg/mL,injectable,solution
clindamycin,Cleocin Phosphate ADD-Vantage,9344703,150 mg/mL,injectable,solution
cefmetazole,Zefazone,9347101,1 g,injectable,powder for injection
cefmetazole,Zefazone,9347701,2 g,injectable,powder for injection
cefmetazole,Zefazone I.V.,9351201,1 g/50 mL,intravenous,solution
cefmetazole,Zefazone I.V.,9351301,2 g/50 mL,intravenous,solution
cefpodoxime,Vantin,9353101,50 mg/5 mL,oral,powder for reconstitution
cefpodoxime,Vantin,9353102,50 mg/5 mL,oral,powder for reconstitution
cefpodoxime,Vantin,9353103,50 mg/5 mL,oral,powder for reconstitution
bacitracin/lidocaine/neomycin/polymyxin B top,Mycitracin Plus Pain Reliever (obsolete),9353601,400 units-50 mg-3.5 mg-5000 units/g,topical,ointment
cefpodoxime,Vantin,9361501,100 mg/5 mL,oral,powder for reconstitution
cefpodoxime,Vantin,9361502,100 mg/5 mL,oral,powder for reconstitution
cefpodoxime,Vantin,9361503,100 mg/5 mL,oral,powder for reconstitution
cefpodoxime,Vantin,9361701,100 mg,oral,tablet
cefpodoxime,Vantin,9361702,100 mg,oral,tablet
cefpodoxime,Vantin,9361703,100 mg,oral,tablet
cefpodoxime,Vantin,9361801,200 mg,oral,tablet
cefpodoxime,Vantin,9361802,200 mg,oral,tablet
cefpodoxime,Vantin,9361803,200 mg,oral,tablet
linezolid,Zyvox,9499202,2 mg/mL-D5%,intravenous,solution
epiRUBicin,Ellence,9509101,2 mg/mL,intravenous,solution
epiRUBicin,Ellence,9509301,2 mg/mL,intravenous,solution
linezolid,Zyvox,9513502,600 mg,oral,tablet
linezolid,Zyvox,9513503,600 mg,oral,tablet
linezolid,Zyvox,9513601,100 mg/5 mL,oral,powder for reconstitution
linezolid,Zyvox,9513701,2 mg/mL-D5%,intravenous,solution
linezolid,Zyvox,9513704,2 mg/mL-D5%,intravenous,solution
linezolid,Zyvox,9513802,600 mg,oral,tablet
linezolid,Zyvox,9513803,600 mg,oral,tablet
linezolid,Zyvox,9514001,2 mg/mL-D5%,intravenous,solution
linezolid,Zyvox,9514004,2 mg/mL-D5%,intravenous,solution
clindamycin,Cleocin Phosphate ADD-Vantage,9658201,150 mg/mL,injectable,solution
linezolid,Zyvox,9780702,2 mg/mL-D5%,intravenous,solution
clindamycin,Cleocin Phosphate,9989001,900 mg-5%/50 mL,intravenous,solution
DOXOrubicin,DOXOrubicin Hydrochloride,13108691,10 mg,intravenous,powder for injection
DOXOrubicin,DOXOrubicin Hydrochloride,13109691,20 mg,intravenous,powder for injection
DOXOrubicin,Adriamycin RDF,13109694,20 mg,intravenous,powder for injection
DOXOrubicin,DOXOrubicin Hydrochloride,13110679,50 mg,intravenous,powder for injection
DOXOrubicin,DOXOrubicin Hydrochloride,13111683,150 mg,intravenous,powder for injection
DOXOrubicin,DOXOrubicin Hydrochloride,13113691,2 mg/mL,intravenous,solution
DOXOrubicin,DOXOrubicin Hydrochloride,13114691,2 mg/mL,intravenous,solution
DOXOrubicin,Adriamycin PFS,13114694,2 mg/mL,intravenous,solution
DOXOrubicin,DOXOrubicin Hydrochloride,13115679,2 mg/mL,intravenous,solution
DOXOrubicin,DOXOrubicin Hydrochloride,13116683,2 mg/mL,intravenous,solution
DOXOrubicin,Adriamycin PFS,13117601,75 mg,intravenous,powder for injection
DOXOrubicin,DOXOrubicin Hydrochloride,13117687,2 mg/mL,intravenous,solution
DOXOrubicin,Adriamycin PFS,13123691,2 mg/mL,intravenous,solution
DOXOrubicin,Adriamycin PFS,13124691,2 mg/mL,intravenous,solution
DOXOrubicin,Adriamycin PFS,13125679,2 mg/mL,intravenous,solution
DOXOrubicin,DOXOrubicin Hydrochloride,13126683,2 mg/mL,intravenous,solution
DOXOrubicin,DOXOrubicin Hydrochloride,13128683,2 mg/mL,intravenous,solution
bleomycin,Bleomycin,13161678,15 units,injectable,powder for injection
bleomycin,Bleomycin,13163686,30 units,injectable,powder for injection
IDArubicin,Idamycin PFS,13220001,1 mg/mL,intravenous,solution
IDArubicin,Idamycin PFS,13220101,1 mg/mL,intravenous,solution
IDArubicin,Idamycin PFS,13220201,1 mg/mL,intravenous,solution
IDArubicin,Idamycin,13250694,5 mg,intravenous,powder for injection
IDArubicin,Idamycin,13251686,10 mg,intravenous,powder for injection
IDArubicin,Idamycin,13252686,20 mg,intravenous,powder for injection
IDArubicin,Idamycin PFS,13253678,1 mg/mL,intravenous,solution
IDArubicin,Idamycin PFS,13254686,1 mg/mL,intravenous,solution
IDArubicin,Idamycin PFS,13255667,1 mg/mL,intravenous,solution
IDArubicin,Idamycin PFS,13257691,1 mg/mL,intravenous,solution
IDArubicin,Idamycin PFS,13258691,1 mg/mL,intravenous,solution
IDArubicin,Idamycin PFS,13259691,1 mg/mL,intravenous,solution
gatifloxacin,Tequin,15111750,200 mg,oral,tablet
gatifloxacin,Tequin,15111780,200 mg,oral,tablet
gatifloxacin,Tequin Teqpaq,15117719,400 mg,oral,tablet
gatifloxacin,Tequin Teqpaq,15117721,400 mg,oral,tablet
gatifloxacin,Tequin,15117760,400 mg,oral,tablet
gatifloxacin,Tequin,15117780,400 mg,oral,tablet
gatifloxacin,Tequin,15117880,10 mg/mL,intravenous,solution
gatifloxacin,Tequin,15117980,10 mg/mL,intravenous,solution
gatifloxacin,Tequin,15118078,5%-200 mg/100 mL,intravenous,solution
gatifloxacin,Tequin,15118079,5%-200 mg/100 mL,intravenous,solution
gatifloxacin,Tequin,15118080,5%-200 mg/100 mL,intravenous,solution
gatifloxacin,Tequin,15118178,5%-200 mg/100 mL,intravenous,solution
gatifloxacin,Tequin,15118179,5%-200 mg/100 mL,intravenous,solution
gatifloxacin,Tequin,15118180,5%-200 mg/100 mL,intravenous,solution
mitoMYcin,Mutamycin,15300120,5 mg,intravenous,powder for injection
mitoMYcin,Mutamycin,15300220,20 mg,intravenous,powder for injection
mitoMYcin,Mutamycin,15300222,20 mg,intravenous,powder for injection
bleomycin,Blenoxane,15301020,15 units,injectable,powder for injection
bleomycin,Blenoxane,15301026,15 units,injectable,powder for injection
amikacin,Amikin Pediatric,15301520,50 mg/mL,intravenous,solution
amikacin,Amikin Pediatric,15301597,50 mg/mL,intravenous,solution
amikacin,Amikin,15302020,250 mg/mL,intravenous,solution
amikacin,Amikin,15302021,250 mg/mL,intravenous,solution
amikacin,Amikin,15302096,250 mg/mL,intravenous,solution
amikacin,Amikin,15302097,250 mg/mL,intravenous,solution
amikacin,Amikin,15302320,250 mg/mL,intravenous,solution
amikacin,Amikin,15302397,250 mg/mL,intravenous,solution
mitoMYcin,Mutamycin,15305920,40 mg,intravenous,powder for injection
bleomycin,Blenoxane,15306301,30 units,injectable,powder for injection
bleomycin,Blenoxane,15306326,30 units,injectable,powder for injection
ceFAZolin,CeFAZolin Sodium,15315796,1 g,injectable,powder for injection
DOXOrubicin,Rubex,15335122,10 mg,intravenous,powder for injection
DOXOrubicin,Rubex,15335222,50 mg,intravenous,powder for injection
DOXOrubicin,Rubex,15335322,100 mg,intravenous,powder for injection
ampicillin,Ampicillin,15340095,125 mg,injectable,powder for injection
kanamycin,Kantrex,15350220,500 mg/2 mL,injectable,solution
kanamycin,Kantrex,15350299,500 mg/2 mL,injectable,solution
kanamycin,Kantrex,15350320,1 g/3 mL,injectable,solution
kanamycin,Kantrex,15350399,1 g/3 mL,injectable,solution
kanamycin,Kantrex,15350625,500 mg,oral,capsule
kanamycin,Kantrex,15350660,500 mg,oral,capsule
kanamycin,Kantrex,15351220,75 mg/2 mL,injectable,solution
kanamycin,Kantrex,15351299,75 mg/2 mL,injectable,solution
ampicillin,Ampicillin,15370995,10 g,injectable,powder for injection
ampicillin,Ampicillin,15710028,10 g,injectable,powder for injection
